i,j,Lookup,AccountID,Month,AssetClass,Stage Mapper,Stage,Exposure,ECL,PD,LGD
2776,211,28,MB211,201912,MRTG,0.6124121831,Stage 1,927042,852,0.085,0.01
2777,212,28,MB212,201912,MRTG,0.5054480179,Stage 1,1445268,75972,0.109,0.48
2778,213,28,MB213,201912,MRTG,0.4848502877,Stage 1,656658,11017,0.053,0.31
2779,214,28,MB214,201912,MRTG,0.8582126794,Stage 2,1350805,166451,0.444,0.28
2780,215,28,MB215,201912,MRTG,0.4702871021,Stage 1,669257,23186,0.106,0.33
2781,216,28,MB216,201912,MRTG,0.3497482754,Stage 1,1099291,51894,0.141,0.34
2782,217,28,MB217,201912,MRTG,0.9238032111,Stage 2,1498669,255355,0.453,0.38
2783,218,28,MB218,201912,MRTG,0.2175087373,Stage 1,1497853,23902,0.140,0.11
2784,219,28,MB219,201912,MRTG,0.1599449411,Stage 1,1327333,54719,0.112,0.37
2785,220,28,MB220,201912,MRTG,0.8004426494,Stage 2,1301545,85974,0.230,0.29
2786,221,28,MB221,201912,MRTG,0.07740818814,Stage 1,1166916,37793,0.080,0.40
2787,222,28,MB222,201912,MRTG,0.2336235475,Stage 1,1459851,9479,0.084,0.08
2788,223,28,MB223,201912,MRTG,0.1204799763,Stage 1,1192361,9390,0.058,0.13
2789,224,28,MB224,201912,MRTG,0.6958337712,Stage 1,649672,36795,0.183,0.31
2790,225,28,MB225,201912,MRTG,0.7049807244,Stage 1,648965,2686,0.016,0.25
2791,226,28,MB226,201912,MRTG,0.1452118799,Stage 1,757017,52000,0.175,0.39
2792,227,28,MB227,201912,MRTG,0.677738076,Stage 1,669760,15955,0.053,0.45
2793,228,28,MB228,201912,MRTG,0.5105792191,Stage 1,634559,3483,0.022,0.25
2794,229,28,MB229,201912,MRTG,0.004542941081,Stage 1,1354395,73715,0.148,0.37
2795,230,28,MB230,201912,MRTG,0.3811074039,Stage 1,639878,20783,0.101,0.32
2796,231,28,MB231,201912,MRTG,0.8805649015,Stage 2,970375,1983,0.047,0.04
2797,232,28,MB232,201912,MRTG,0.6446158267,Stage 1,588124,38919,0.157,0.42
2798,233,28,MB233,201912,MRTG,0.7834418593,Stage 1,682818,3441,0.071,0.07
2799,234,28,MB234,201912,MRTG,0.9456599183,Stage 2,1037084,35996,0.520,0.07
2800,235,28,MB235,201912,MRTG,0.6124304099,Stage 1,730579,8386,0.036,0.32
2801,141,29,MB141,202001,MRTG,0.5899763169,Stage 1,1481935,27288,0.057,0.32
2802,142,29,MB142,202001,MRTG,0.2124648462,Stage 1,1015932,19163,0.174,0.11
2803,143,29,MB143,202001,MRTG,0.823704202,Stage 2,556692,140376,0.566,0.45
2804,144,29,MB144,202001,MRTG,0.02069651228,Stage 1,1123962,33972,0.062,0.48
2805,145,29,MB145,202001,MRTG,0.6166424401,Stage 1,720464,7530,0.055,0.19
2806,146,29,MB146,202001,MRTG,0.8116757728,Stage 2,1438807,27967,0.051,0.38
2807,147,29,MB147,202001,MRTG,0.9217922477,Stage 2,915712,61359,0.196,0.34
2808,148,29,MB148,202001,MRTG,0.08802132291,Stage 1,1270238,1232,0.014,0.07
2809,149,29,MB149,202001,MRTG,0.2523671064,Stage 1,1105056,71463,0.137,0.47
2810,150,29,MB150,202001,MRTG,0.3640478271,Stage 1,1379416,14213,0.027,0.38
2811,151,29,MB151,202001,MRTG,0.5867350386,Stage 1,1470529,3235,0.014,0.16
2812,152,29,MB152,202001,MRTG,0.7338699868,Stage 1,521535,4916,0.093,0.10
2813,153,29,MB153,202001,MRTG,0.4964376433,Stage 1,958110,58338,0.192,0.32
2814,154,29,MB154,202001,MRTG,0.7820694489,Stage 1,1270436,70627,0.156,0.36
2815,155,29,MB155,202001,MRTG,0.7981642511,Stage 1,1099970,50950,0.187,0.25
2816,156,29,MB156,202001,MRTG,0.1788285435,Stage 1,511804,2458,0.015,0.33
2817,157,29,MB157,202001,MRTG,0.4036412013,Stage 1,991773,23229,0.083,0.28
2818,158,29,MB158,202001,MRTG,0.562852314,Stage 1,1283641,91763,0.163,0.44
2819,159,29,MB159,202001,MRTG,0.7187380059,Stage 1,553091,8658,0.127,0.12
2820,160,29,MB160,202001,MRTG,0.4303939115,Stage 1,692045,3694,0.078,0.07
2821,161,29,MB161,202001,MRTG,0.4022321058,Stage 1,881348,48171,0.135,0.40
2822,162,29,MB162,202001,MRTG,0.358871326,Stage 1,1164750,7123,0.016,0.37
2823,163,29,MB163,202001,MRTG,0.4037790081,Stage 1,515375,805,0.081,0.02
2824,164,29,MB164,202001,MRTG,0.6561398277,Stage 1,1442209,33178,0.068,0.34
2825,165,29,MB165,202001,MRTG,0.4684905571,Stage 1,660905,12031,0.038,0.48
2826,166,29,MB166,202001,MRTG,0.3643184448,Stage 1,1205394,23161,0.063,0.30
2827,167,29,MB167,202001,MRTG,0.1215474534,Stage 1,1069892,25424,0.081,0.29
2828,168,29,MB168,202001,MRTG,0.8986347529,Stage 2,750024,35119,0.240,0.20
2829,169,29,MB169,202001,MRTG,0.0705007454,Stage 1,997006,42649,0.153,0.28
2830,170,29,MB170,202001,MRTG,0.6711533232,Stage 1,1428869,8595,0.125,0.05
2831,171,29,MB171,202001,MRTG,0.9160153077,Stage 2,934064,10851,0.051,0.23
2832,172,29,MB172,202001,MRTG,0.05621463359,Stage 1,877700,44762,0.156,0.33
2833,173,29,MB173,202001,MRTG,0.6150654725,Stage 1,1116237,16901,0.052,0.29
2834,174,29,MB174,202001,MRTG,0.4842860698,Stage 1,1137677,6594,0.171,0.03
2835,175,29,MB175,202001,MRTG,0.755922272,Stage 1,838034,22957,0.189,0.14
2836,176,29,MB176,202001,MRTG,0.3046898884,Stage 1,1399316,4856,0.011,0.31
2837,177,29,MB177,202001,MRTG,0.9842138808,Stage 3,663170,223211,1.000,0.34
2838,178,29,MB178,202001,MRTG,0.1019277594,Stage 1,1073366,24449,0.134,0.17
2839,179,29,MB179,202001,MRTG,0.8570580628,Stage 2,677234,29255,0.114,0.38
2840,180,29,MB180,202001,MRTG,0.1672923329,Stage 1,1484940,109871,0.176,0.42
2841,181,29,MB181,202001,MRTG,0.6315473154,Stage 1,1047632,1095,0.053,0.02
2842,182,29,MB182,202001,MRTG,0.8649975704,Stage 2,572966,40254,0.535,0.13
2843,183,29,MB183,202001,MRTG,0.5391298456,Stage 1,619609,17475,0.059,0.48
2844,184,29,MB184,202001,MRTG,0.2536448978,Stage 1,1331874,57378,0.092,0.47
2845,185,29,MB185,202001,MRTG,0.623707942,Stage 1,903620,4026,0.010,0.43
2846,186,29,MB186,202001,MRTG,0.8585751388,Stage 2,1271392,143400,0.489,0.23
2847,187,29,MB187,202001,MRTG,0.2842372894,Stage 1,1177035,1175,0.003,0.29
2848,188,29,MB188,202001,MRTG,0.2832627476,Stage 1,1199120,65945,0.114,0.48
2849,189,29,MB189,202001,MRTG,0.9585437773,Stage 3,1126942,75927,1.000,0.07
2850,190,29,MB190,202001,MRTG,0.008739894493,Stage 1,1095421,27095,0.104,0.24
2851,191,29,MB191,202001,MRTG,0.5008919604,Stage 1,1360859,25433,0.081,0.23
2852,192,29,MB192,202001,MRTG,0.3850716724,Stage 1,588059,7035,0.039,0.31
2853,193,29,MB193,202001,MRTG,0.4690820252,Stage 1,584622,4090,0.170,0.04
2854,194,29,MB194,202001,MRTG,0.3597394699,Stage 1,522447,15982,0.124,0.25
2855,195,29,MB195,202001,MRTG,0.8656822779,Stage 2,1433036,149308,0.528,0.20
2856,196,29,MB196,202001,MRTG,0.8216558294,Stage 2,730526,3612,0.211,0.02
2857,197,29,MB197,202001,MRTG,0.6312133109,Stage 1,996357,7220,0.136,0.05
2858,198,29,MB198,202001,MRTG,0.7392819154,Stage 1,1335952,61822,0.107,0.43
2859,199,29,MB199,202001,MRTG,0.01409849075,Stage 1,1437250,9905,0.023,0.30
2860,200,29,MB200,202001,MRTG,0.2254235119,Stage 1,694822,7410,0.040,0.27
2861,201,29,MB201,202001,MRTG,0.6330265565,Stage 1,676753,20750,0.067,0.45
2862,202,29,MB202,202001,MRTG,0.7238468604,Stage 1,1399715,25492,0.067,0.27
2863,203,29,MB203,202001,MRTG,0.7826967396,Stage 1,648450,932,0.006,0.24
2864,204,29,MB204,202001,MRTG,0.1536062453,Stage 1,1100949,15773,0.119,0.12
2865,205,29,MB205,202001,MRTG,0.1350247972,Stage 1,796857,35000,0.103,0.43
2866,206,29,MB206,202001,MRTG,0.8012635547,Stage 2,1294042,17963,0.144,0.10
2867,207,29,MB207,202001,MRTG,0.1666956048,Stage 1,1314636,11445,0.143,0.06
2868,208,29,MB208,202001,MRTG,0.2699832684,Stage 1,648185,9661,0.069,0.21
2869,209,29,MB209,202001,MRTG,0.2529905066,Stage 1,574393,13580,0.055,0.43
2870,210,29,MB210,202001,MRTG,0.894404092,Stage 2,1009851,19355,0.169,0.11
2871,211,29,MB211,202001,MRTG,0.6502614733,Stage 1,581272,33572,0.141,0.41
2872,212,29,MB212,202001,MRTG,0.7434493244,Stage 1,1401343,76729,0.127,0.43
2873,213,29,MB213,202001,MRTG,0.4290584954,Stage 1,1334422,58,0.001,0.06
2874,214,29,MB214,202001,MRTG,0.9576927532,Stage 3,1280235,464533,1.000,0.36
2875,215,29,MB215,202001,MRTG,0.5911545856,Stage 1,1286644,46638,0.152,0.24
2876,216,29,MB216,202001,MRTG,0.5170212955,Stage 1,1056433,23148,0.196,0.11
2877,217,29,MB217,202001,MRTG,0.02159299472,Stage 1,695557,44644,0.181,0.35
2878,218,29,MB218,202001,MRTG,0.1872331041,Stage 1,544151,3224,0.017,0.34
2879,219,29,MB219,202001,MRTG,0.8970706704,Stage 2,1395458,296756,0.564,0.38
2880,220,29,MB220,202001,MRTG,0.9456047171,Stage 2,1212142,266388,0.565,0.39
2881,221,29,MB221,202001,MRTG,0.6407551344,Stage 1,1231643,23816,0.049,0.40
2882,222,29,MB222,202001,MRTG,0.4957066049,Stage 1,983205,35678,0.090,0.40
2883,223,29,MB223,202001,MRTG,0.317927259,Stage 1,1198456,23863,0.108,0.18
2884,224,29,MB224,202001,MRTG,0.926818746,Stage 2,1010415,158609,0.463,0.34
2885,225,29,MB225,202001,MRTG,0.4841859429,Stage 1,834723,17068,0.162,0.13
2886,226,29,MB226,202001,MRTG,0.2947978589,Stage 1,549990,15972,0.073,0.40
2887,227,29,MB227,202001,MRTG,0.2965083523,Stage 1,1047332,7960,0.048,0.16
2888,228,29,MB228,202001,MRTG,0.05640375102,Stage 1,1377652,47750,0.086,0.40
2889,229,29,MB229,202001,MRTG,0.1860186385,Stage 1,662423,38410,0.116,0.50
2890,230,29,MB230,202001,MRTG,0.3007529967,Stage 1,1415294,33302,0.077,0.31
2891,231,29,MB231,202001,MRTG,0.4692946359,Stage 1,1317128,6001,0.010,0.44
2892,232,29,MB232,202001,MRTG,0.5282131515,Stage 1,1497365,24375,0.144,0.11
2893,233,29,MB233,202001,MRTG,0.9824737879,Stage 3,991291,474299,1.000,0.48
2894,234,29,MB234,202001,MRTG,0.03277968912,Stage 1,801442,18181,0.172,0.13
2895,235,29,MB235,202001,MRTG,0.5899707067,Stage 1,1492376,26647,0.121,0.15
2896,236,29,MB236,202001,MRTG,0.4685170235,Stage 1,1075899,66146,0.130,0.47
2897,237,29,MB237,202001,MRTG,0.3185792958,Stage 1,517381,12516,0.142,0.17
2898,238,29,MB238,202001,MRTG,0.9093486311,Stage 2,740439,3091,0.120,0.03
2899,239,29,MB239,202001,MRTG,0.860014874,Stage 2,758620,4937,0.023,0.29
2900,240,29,MB240,202001,MRTG,0.1453219951,Stage 1,1424641,239,0.000,0.42
2901,146,30,MB146,202002,MRTG,0.373096607,Stage 1,646367,4373,0.027,0.25
2902,147,30,MB147,202002,MRTG,0.3640573986,Stage 1,897991,9290,0.035,0.30
2903,148,30,MB148,202002,MRTG,0.3939411088,Stage 1,1247531,8136,0.025,0.26
2904,149,30,MB149,202002,MRTG,0.02563825052,Stage 1,1375370,17920,0.059,0.22
2905,150,30,MB150,202002,MRTG,0.3625234941,Stage 1,1097654,17782,0.049,0.33
2906,151,30,MB151,202002,MRTG,0.200570378,Stage 1,1238395,16913,0.029,0.48
2907,152,30,MB152,202002,MRTG,0.8211767266,Stage 2,1131682,9761,0.132,0.07
2908,153,30,MB153,202002,MRTG,0.9671009511,Stage 3,569802,53435,1.000,0.09
2909,154,30,MB154,202002,MRTG,0.9000828367,Stage 2,710485,6462,0.108,0.08
2910,155,30,MB155,202002,MRTG,0.4852484938,Stage 1,970234,21872,0.195,0.12
2911,156,30,MB156,202002,MRTG,0.8322236893,Stage 2,1094195,194225,0.369,0.48
2912,157,30,MB157,202002,MRTG,0.9250806809,Stage 2,720021,2265,0.071,0.04
2913,158,30,MB158,202002,MRTG,0.1318959611,Stage 1,684721,7311,0.075,0.14
2914,159,30,MB159,202002,MRTG,0.6364354359,Stage 1,909149,17332,0.055,0.35
2915,160,30,MB160,202002,MRTG,0.8136649031,Stage 2,1308743,78523,0.565,0.11
2916,161,30,MB161,202002,MRTG,0.4323926303,Stage 1,1023424,22265,0.109,0.20
2917,162,30,MB162,202002,MRTG,0.8500778883,Stage 2,614963,40986,0.217,0.31
2918,163,30,MB163,202002,MRTG,0.01096758477,Stage 1,1121492,32366,0.174,0.17
2919,164,30,MB164,202002,MRTG,0.5847419307,Stage 1,957068,12258,0.036,0.36
2920,165,30,MB165,202002,MRTG,0.7659425518,Stage 1,1033990,24124,0.178,0.13
2921,166,30,MB166,202002,MRTG,0.2912812979,Stage 1,583940,8281,0.094,0.15
2922,167,30,MB167,202002,MRTG,0.2113270506,Stage 1,1471442,32534,0.133,0.17
2923,168,30,MB168,202002,MRTG,0.6476433828,Stage 1,1483989,68708,0.136,0.34
2924,169,30,MB169,202002,MRTG,0.1531225404,Stage 1,941042,9839,0.062,0.17
2925,170,30,MB170,202002,MRTG,0.8692548766,Stage 2,1269516,128973,0.553,0.18
2926,171,30,MB171,202002,MRTG,0.5409584753,Stage 1,1484216,97166,0.133,0.49
2927,172,30,MB172,202002,MRTG,0.2943083999,Stage 1,1243979,49694,0.107,0.37
2928,173,30,MB173,202002,MRTG,0.5904973778,Stage 1,1387398,54974,0.152,0.26
2929,174,30,MB174,202002,MRTG,0.6612705855,Stage 1,1489421,42794,0.092,0.31
2930,175,30,MB175,202002,MRTG,0.5206218875,Stage 1,759295,9931,0.037,0.36
2931,176,30,MB176,202002,MRTG,0.3744631144,Stage 1,928751,15286,0.079,0.21
2932,177,30,MB177,202002,MRTG,0.8482980495,Stage 2,670665,10332,0.314,0.05
2933,178,30,MB178,202002,MRTG,0.07081383208,Stage 1,858806,1002,0.018,0.06
2934,179,30,MB179,202002,MRTG,0.1452557792,Stage 1,1020116,71508,0.170,0.41
2935,180,30,MB180,202002,MRTG,0.5227719562,Stage 1,1181885,3020,0.043,0.06
2936,181,30,MB181,202002,MRTG,0.01646582774,Stage 1,1414654,17730,0.029,0.44
2937,182,30,MB182,202002,MRTG,0.7227194566,Stage 1,1267903,12239,0.025,0.38
2938,183,30,MB183,202002,MRTG,0.608675278,Stage 1,770470,57671,0.176,0.42
2939,184,30,MB184,202002,MRTG,0.1674003577,Stage 1,1104388,13211,0.100,0.12
2940,185,30,MB185,202002,MRTG,0.5114670241,Stage 1,572230,3123,0.163,0.03
2941,186,30,MB186,202002,MRTG,0.3119752785,Stage 1,700579,58994,0.198,0.43
2942,187,30,MB187,202002,MRTG,0.5525329641,Stage 1,1442910,38098,0.178,0.15
2943,188,30,MB188,202002,MRTG,0.6979486253,Stage 1,934172,2240,0.039,0.06
2944,189,30,MB189,202002,MRTG,0.8078249424,Stage 2,926671,213304,0.465,0.49
2945,190,30,MB190,202002,MRTG,0.8237041538,Stage 2,509309,62177,0.440,0.28
2946,191,30,MB191,202002,MRTG,0.5063206512,Stage 1,870723,48000,0.113,0.49
2947,192,30,MB192,202002,MRTG,0.7576316466,Stage 1,1042799,81296,0.195,0.40
2948,193,30,MB193,202002,MRTG,0.2842919823,Stage 1,1095422,24593,0.048,0.47
2949,194,30,MB194,202002,MRTG,0.2693750305,Stage 1,638030,53953,0.170,0.50
2950,195,30,MB195,202002,MRTG,0.07679223259,Stage 1,892589,4097,0.072,0.06
2951,196,30,MB196,202002,MRTG,0.7427424253,Stage 1,534424,15642,0.152,0.19
2952,197,30,MB197,202002,MRTG,0.4818115449,Stage 1,1408392,24273,0.037,0.47
2953,198,30,MB198,202002,MRTG,0.8430813599,Stage 2,1441607,10144,0.046,0.15
2954,199,30,MB199,202002,MRTG,0.6180393952,Stage 1,907818,37987,0.098,0.43
2955,200,30,MB200,202002,MRTG,0.2418520249,Stage 1,1154742,23357,0.103,0.20
2956,201,30,MB201,202002,MRTG,0.7588963652,Stage 1,932265,8783,0.048,0.20
2957,202,30,MB202,202002,MRTG,0.1917658914,Stage 1,689080,4102,0.023,0.25
2958,203,30,MB203,202002,MRTG,0.5675533153,Stage 1,1240125,28856,0.068,0.34
2959,204,30,MB204,202002,MRTG,0.3278623741,Stage 1,921820,90626,0.199,0.49
2960,205,30,MB205,202002,MRTG,0.7997753364,Stage 1,1343043,24473,0.155,0.12
2961,206,30,MB206,202002,MRTG,0.3145583292,Stage 1,1057643,10140,0.167,0.06
2962,207,30,MB207,202002,MRTG,0.3689573461,Stage 1,1239151,20813,0.154,0.11
2963,208,30,MB208,202002,MRTG,0.3279423904,Stage 1,876088,2417,0.185,0.01
2964,209,30,MB209,202002,MRTG,0.6816390152,Stage 1,1310883,11301,0.056,0.15
2965,210,30,MB210,202002,MRTG,0.4589327704,Stage 1,925195,12147,0.060,0.22
2966,211,30,MB211,202002,MRTG,0.9186968166,Stage 2,1151513,52254,0.294,0.15
2967,212,30,MB212,202002,MRTG,0.9395419856,Stage 2,613301,5236,0.150,0.06
2968,213,30,MB213,202002,MRTG,0.2395387445,Stage 1,554508,3390,0.031,0.20
2969,214,30,MB214,202002,MRTG,0.2651796518,Stage 1,551626,3470,0.045,0.14
2970,215,30,MB215,202002,MRTG,0.7718241561,Stage 1,926933,7567,0.033,0.25
2971,216,30,MB216,202002,MRTG,0.335092654,Stage 1,812205,8870,0.080,0.14
2972,217,30,MB217,202002,MRTG,0.2809730528,Stage 1,746846,54303,0.171,0.42
2973,218,30,MB218,202002,MRTG,0.3257274591,Stage 1,802419,13337,0.152,0.11
2974,219,30,MB219,202002,MRTG,0.9211186564,Stage 2,1290055,232118,0.466,0.39
2975,220,30,MB220,202002,MRTG,0.2036674019,Stage 1,797689,26276,0.084,0.39
2976,221,30,MB221,202002,MRTG,0.7969190548,Stage 1,1009245,3177,0.126,0.02
2977,222,30,MB222,202002,MRTG,0.2721366174,Stage 1,1412874,2389,0.054,0.03
2978,223,30,MB223,202002,MRTG,0.8241319271,Stage 2,604812,7069,0.109,0.11
2979,224,30,MB224,202002,MRTG,0.5147865097,Stage 1,1290586,41162,0.098,0.33
2980,225,30,MB225,202002,MRTG,0.6920455913,Stage 1,818501,54888,0.188,0.36
2981,226,30,MB226,202002,MRTG,0.480129295,Stage 1,1417276,4141,0.165,0.02
2982,227,30,MB227,202002,MRTG,0.4943518857,Stage 1,1285802,48979,0.157,0.24
2983,228,30,MB228,202002,MRTG,0.1577204319,Stage 1,886879,54946,0.181,0.34
2984,229,30,MB229,202002,MRTG,0.7140695263,Stage 1,769130,36243,0.180,0.26
2985,230,30,MB230,202002,MRTG,0.4918056406,Stage 1,774520,4267,0.039,0.14
2986,231,30,MB231,202002,MRTG,0.8955291586,Stage 2,769849,104785,0.435,0.31
2987,232,30,MB232,202002,MRTG,0.5090542914,Stage 1,1481907,87757,0.177,0.33
2988,233,30,MB233,202002,MRTG,0.2006942647,Stage 1,782690,2380,0.020,0.15
2989,234,30,MB234,202002,MRTG,0.2942379453,Stage 1,1410188,105080,0.185,0.40
2990,235,30,MB235,202002,MRTG,0.5823119318,Stage 1,1351044,284,0.004,0.05
2991,236,30,MB236,202002,MRTG,0.4119429941,Stage 1,809295,8222,0.110,0.09
2992,237,30,MB237,202002,MRTG,0.9822956569,Stage 3,1036662,198474,1.000,0.19
2993,238,30,MB238,202002,MRTG,0.664921972,Stage 1,864819,16544,0.090,0.21
2994,239,30,MB239,202002,MRTG,0.5156863732,Stage 1,503758,21059,0.147,0.28
2995,240,30,MB240,202002,MRTG,0.01240030314,Stage 1,1499661,67690,0.134,0.34
2996,241,30,MB241,202002,MRTG,0.2794971503,Stage 1,1097281,32632,0.076,0.39
2997,242,30,MB242,202002,MRTG,0.8971045302,Stage 2,1489072,228485,0.462,0.33
2998,243,30,MB243,202002,MRTG,0.2483216041,Stage 1,670770,23004,0.122,0.28
2999,244,30,MB244,202002,MRTG,0.3911286005,Stage 1,580747,40684,0.144,0.49
3000,245,30,MB245,202002,MRTG,0.7170026799,Stage 1,1483908,34715,0.200,0.12
3001,151,31,MB151,202003,MRTG,0.3517948992,Stage 1,658701,3011,0.034,0.13
3002,152,31,MB152,202003,MRTG,0.2227696565,Stage 1,877312,21613,0.089,0.28
3003,153,31,MB153,202003,MRTG,0.9538105522,Stage 3,1138524,109130,1.000,0.10
3004,154,31,MB154,202003,MRTG,0.6385320537,Stage 1,1166892,1836,0.022,0.07
3005,155,31,MB155,202003,MRTG,0.4483074019,Stage 1,795775,2507,0.111,0.03
3006,156,31,MB156,202003,MRTG,0.7545722825,Stage 1,947000,39699,0.092,0.45
3007,157,31,MB157,202003,MRTG,0.09844799722,Stage 1,937840,59596,0.130,0.49
3008,158,31,MB158,202003,MRTG,0.7524307178,Stage 1,1306613,128070,0.200,0.49
3009,159,31,MB159,202003,MRTG,0.9014706379,Stage 2,1077247,16333,0.123,0.12
3010,160,31,MB160,202003,MRTG,0.3826784217,Stage 1,541815,4531,0.029,0.29
3011,161,31,MB161,202003,MRTG,0.7652473249,Stage 1,1161613,8590,0.037,0.20
3012,162,31,MB162,202003,MRTG,0.7635015351,Stage 1,878228,14428,0.040,0.41
3013,163,31,MB163,202003,MRTG,0.2411788655,Stage 1,588001,3869,0.018,0.37
3014,164,31,MB164,202003,MRTG,0.6611772379,Stage 1,725880,13084,0.179,0.10
3015,165,31,MB165,202003,MRTG,0.09271441318,Stage 1,1069115,30367,0.122,0.23
3016,166,31,MB166,202003,MRTG,0.05383375773,Stage 1,694874,4410,0.084,0.08
3017,167,31,MB167,202003,MRTG,0.9087493025,Stage 2,1332724,651,0.030,0.02
3018,168,31,MB168,202003,MRTG,0.1392034939,Stage 1,1261565,13923,0.140,0.08
3019,169,31,MB169,202003,MRTG,0.5530369145,Stage 1,1296781,51377,0.086,0.46
3020,170,31,MB170,202003,MRTG,0.6638799236,Stage 1,741448,23171,0.153,0.20
3021,171,31,MB171,202003,MRTG,0.514588866,Stage 1,959376,24045,0.151,0.17
3022,172,31,MB172,202003,MRTG,0.229973574,Stage 1,1386475,20699,0.066,0.23
3023,173,31,MB173,202003,MRTG,0.6204950927,Stage 1,729050,21467,0.115,0.26
3024,174,31,MB174,202003,MRTG,0.7947588218,Stage 1,661786,1325,0.058,0.03
3025,175,31,MB175,202003,MRTG,0.1629621375,Stage 1,1266856,725,0.063,0.01
3026,176,31,MB176,202003,MRTG,0.9052618624,Stage 2,1391191,31328,0.068,0.33
3027,177,31,MB177,202003,MRTG,0.2385566215,Stage 1,1352124,497,0.030,0.01
3028,178,31,MB178,202003,MRTG,0.8037385976,Stage 2,703941,18098,0.087,0.30
3029,179,31,MB179,202003,MRTG,0.1021922802,Stage 1,570323,7410,0.097,0.13
3030,180,31,MB180,202003,MRTG,0.6682289425,Stage 1,920139,26233,0.109,0.26
3031,181,31,MB181,202003,MRTG,0.09447534534,Stage 1,1270103,25041,0.178,0.11
3032,182,31,MB182,202003,MRTG,0.1970812661,Stage 1,1421462,159,0.041,0.00
3033,183,31,MB183,202003,MRTG,0.3424151202,Stage 1,779967,26504,0.094,0.36
3034,184,31,MB184,202003,MRTG,0.0553644404,Stage 1,551788,27631,0.120,0.42
3035,185,31,MB185,202003,MRTG,0.9846272075,Stage 3,1110839,20113,1.000,0.02
3036,186,31,MB186,202003,MRTG,0.437905624,Stage 1,952942,6926,0.047,0.16
3037,187,31,MB187,202003,MRTG,0.298045635,Stage 1,612402,11726,0.190,0.10
3038,188,31,MB188,202003,MRTG,0.9974092136,Stage 3,879386,87881,1.000,0.10
3039,189,31,MB189,202003,MRTG,0.3594812156,Stage 1,1377926,2096,0.009,0.17
3040,190,31,MB190,202003,MRTG,0.4814529614,Stage 1,757836,12863,0.062,0.27
3041,191,31,MB191,202003,MRTG,0.958405571,Stage 3,698670,107572,1.000,0.15
3042,192,31,MB192,202003,MRTG,0.729472803,Stage 1,1009750,279,0.033,0.01
3043,193,31,MB193,202003,MRTG,0.4740173777,Stage 1,915600,31445,0.152,0.23
3044,194,31,MB194,202003,MRTG,0.8261161907,Stage 2,1273379,279136,0.590,0.37
3045,195,31,MB195,202003,MRTG,0.5674997632,Stage 1,1478751,18015,0.097,0.13
3046,196,31,MB196,202003,MRTG,0.5821636349,Stage 1,1125160,1611,0.170,0.01
3047,197,31,MB197,202003,MRTG,0.4375670876,Stage 1,544940,9568,0.139,0.13
3048,198,31,MB198,202003,MRTG,0.5258191028,Stage 1,1075669,21393,0.050,0.40
3049,199,31,MB199,202003,MRTG,0.3027174735,Stage 1,679738,13246,0.055,0.36
3050,200,31,MB200,202003,MRTG,0.9084015901,Stage 2,512198,101204,0.504,0.39
3051,201,31,MB201,202003,MRTG,0.8564661844,Stage 2,1102601,2038,0.227,0.01
3052,202,31,MB202,202003,MRTG,0.04781008021,Stage 1,777370,8584,0.032,0.34
3053,203,31,MB203,202003,MRTG,0.9822747204,Stage 3,863310,294004,1.000,0.34
3054,204,31,MB204,202003,MRTG,0.6046832209,Stage 1,1251408,42769,0.125,0.27
3055,205,31,MB205,202003,MRTG,0.6935744834,Stage 1,567393,4765,0.040,0.21
3056,206,31,MB206,202003,MRTG,0.07966017157,Stage 1,1075130,11656,0.088,0.12
3057,207,31,MB207,202003,MRTG,0.4025022516,Stage 1,997838,5812,0.144,0.04
3058,208,31,MB208,202003,MRTG,0.1709223012,Stage 1,582935,20414,0.107,0.33
3059,209,31,MB209,202003,MRTG,0.4306297527,Stage 1,695429,4829,0.015,0.46
3060,210,31,MB210,202003,MRTG,0.3902322552,Stage 1,1071764,27160,0.135,0.19
3061,211,31,MB211,202003,MRTG,0.5086228386,Stage 1,1261474,76159,0.142,0.42
3062,212,31,MB212,202003,MRTG,0.01958925631,Stage 1,815875,7047,0.104,0.08
3063,213,31,MB213,202003,MRTG,0.6125683636,Stage 1,601079,21833,0.098,0.37
3064,214,31,MB214,202003,MRTG,0.6316153083,Stage 1,1241394,31783,0.195,0.13
3065,215,31,MB215,202003,MRTG,0.2364509658,Stage 1,1314764,40178,0.125,0.24
3066,216,31,MB216,202003,MRTG,0.7927252056,Stage 1,532798,4449,0.092,0.09
3067,217,31,MB217,202003,MRTG,0.3773586176,Stage 1,1018918,61716,0.159,0.38
3068,218,31,MB218,202003,MRTG,0.5324928998,Stage 1,1180139,82223,0.166,0.42
3069,219,31,MB219,202003,MRTG,0.5274866351,Stage 1,1094823,29659,0.104,0.26
3070,220,31,MB220,202003,MRTG,0.7745075284,Stage 1,756011,30295,0.151,0.27
3071,221,31,MB221,202003,MRTG,0.6305570611,Stage 1,560866,2949,0.021,0.25
3072,222,31,MB222,202003,MRTG,0.278143228,Stage 1,590650,5949,0.028,0.35
3073,223,31,MB223,202003,MRTG,0.716164357,Stage 1,777833,14696,0.183,0.10
3074,224,31,MB224,202003,MRTG,0.09739531037,Stage 1,688351,21301,0.083,0.37
